File Name,Group,Value,Unit,Is_Trend,Ratio_Value
SIMCEPImages_C17_C70_F7_s16_w1.TIF,Control,66.0,cells,False,0
SIMCEPImages_C17_C70_F7_s16_w2.TIF,Control,40.0,cells,False,0
SIMCEPImages_C17_C70_F7_s17_w1.TIF,Control,70.0,cells,False,0
SIMCEPImages_C17_C70_F7_s17_w2.TIF,Control,47.0,cells,False,0
SIMCEPImages_C17_C70_F7_s18_w1.TIF,Control,67.0,cells,False,0
SIMCEPImages_C17_C70_F7_s18_w2.TIF,Control,28.0,cells,False,0
SIMCEPImages_C17_C70_F7_s19_w1.TIF,Control,68.0,cells,False,0
SIMCEPImages_C17_C70_F7_s19_w2.TIF,Control,43.0,cells,False,0
SIMCEPImages_C17_C70_F7_s20_w1.TIF,Control,65.0,cells,False,0
SIMCEPImages_C17_C70_F7_s20_w2.TIF,Control,25.0,cells,False,0
SIMCEPImages_C17_C70_F7_s21_w1.TIF,Control,69.0,cells,False,0
SIMCEPImages_C17_C70_F7_s21_w2.TIF,Control,40.0,cells,False,0
SIMCEPImages_C17_C70_F7_s22_w1.TIF,Control,69.0,cells,False,0
SIMCEPImages_C17_C70_F7_s22_w2.TIF,Control,42.0,cells,False,0
SIMCEPImages_C17_C70_F7_s23_w1.TIF,Control,70.0,cells,False,0
SIMCEPImages_C17_C70_F7_s23_w2.TIF,Control,35.0,cells,False,0
SIMCEPImages_C17_C70_F7_s24_w1.TIF,Control,66.0,cells,False,0
SIMCEPImages_C17_C70_F7_s24_w2.TIF,Control,41.0,cells,False,0
SIMCEPImages_C17_C70_F7_s25_w1.TIF,Control,64.0,cells,False,0
SIMCEPImages_C17_C70_F7_s25_w2.TIF,Control,28.0,cells,False,0
SIMCEPImages_D17_C70_F10_s01_w1.TIF,Control,60.0,cells,False,0
SIMCEPImages_D17_C70_F10_s01_w2.TIF,Control,33.0,cells,False,0
SIMCEPImages_D17_C70_F10_s02_w1.TIF,Control,63.0,cells,False,0
SIMCEPImages_D17_C70_F10_s02_w2.TIF,Control,28.0,cells,False,0
SIMCEPImages_D17_C70_F10_s03_w1.TIF,Control,63.0,cells,False,0
SIMCEPImages_D17_C70_F10_s03_w2.TIF,Control,33.0,cells,False,0
SIMCEPImages_D17_C70_F10_s04_w1.TIF,Control,61.0,cells,False,0
SIMCEPImages_D17_C70_F10_s04_w2.TIF,Control,57.0,cells,False,0
SIMCEPImages_D17_C70_F10_s05_w1.TIF,Control,63.0,cells,False,0
SIMCEPImages_D17_C70_F10_s05_w2.TIF,Control,37.0,cells,False,0
SIMCEPImages_D17_C70_F10_s06_w1.TIF,Control,71.0,cells,False,0
SIMCEPImages_D17_C70_F10_s06_w2.TIF,Control,44.0,cells,False,0
SIMCEPImages_D17_C70_F10_s07_w1.TIF,Control,71.0,cells,False,0
SIMCEPImages_D17_C70_F10_s07_w2.TIF,Control,36.0,cells,False,0
SIMCEPImages_D17_C70_F10_s08_w1.TIF,Control,68.0,cells,False,0
SIMCEPImages_D17_C70_F10_s08_w2.TIF,Control,42.0,cells,False,0
SIMCEPImages_D17_C70_F10_s09_w1.TIF,Control,62.0,cells,False,0
SIMCEPImages_D17_C70_F10_s09_w2.TIF,Control,36.0,cells,False,0
SIMCEPImages_D17_C70_F10_s10_w1.TIF,Control,67.0,cells,False,0
SIMCEPImages_D17_C70_F10_s10_w2.TIF,Control,41.0,cells,False,0
SIMCEPImages_D17_C70_F10_s11_w1.TIF,Control,66.0,cells,False,0
SIMCEPImages_D17_C70_F10_s11_w2.TIF,Control,29.0,cells,False,0
SIMCEPImages_D17_C70_F10_s12_w1.TIF,Control,64.0,cells,False,0
SIMCEPImages_D17_C70_F10_s12_w2.TIF,Control,30.0,cells,False,0
SIMCEPImages_D17_C70_F10_s13_w1.TIF,Control,66.0,cells,False,0
SIMCEPImages_D17_C70_F10_s13_w2.TIF,Control,32.0,cells,False,0
SIMCEPImages_D17_C70_F10_s14_w1.TIF,Control,68.0,cells,False,0
SIMCEPImages_D17_C70_F10_s14_w2.TIF,Control,49.0,cells,False,0
SIMCEPImages_D17_C70_F10_s15_w1.TIF,Control,64.0,cells,False,0
SIMCEPImages_D17_C70_F10_s15_w2.TIF,Control,38.0,cells,False,0
SIMCEPImages_D17_C70_F10_s16_w1.TIF,Control,62.0,cells,False,0
SIMCEPImages_D17_C70_F10_s16_w2.TIF,Control,35.0,cells,False,0
SIMCEPImages_D17_C70_F10_s17_w1.TIF,Control,64.0,cells,False,0
SIMCEPImages_D17_C70_F10_s17_w2.TIF,Control,44.0,cells,False,0
SIMCEPImages_D17_C70_F10_s18_w1.TIF,Control,63.0,cells,False,0
SIMCEPImages_D17_C70_F10_s18_w2.TIF,Control,29.0,cells,False,0
SIMCEPImages_D17_C70_F10_s19_w1.TIF,Control,63.0,cells,False,0
SIMCEPImages_D17_C70_F10_s19_w2.TIF,Control,41.0,cells,False,0
SIMCEPImages_D17_C70_F10_s20_w1.TIF,Control,64.0,cells,False,0
SIMCEPImages_D17_C70_F10_s20_w2.TIF,Control,24.0,cells,False,0
SIMCEPImages_D17_C70_F10_s21_w1.TIF,Control,65.0,cells,False,0
SIMCEPImages_D17_C70_F10_s21_w2.TIF,Control,40.0,cells,False,0
SIMCEPImages_D17_C70_F10_s22_w1.TIF,Control,63.0,cells,False,0
SIMCEPImages_D17_C70_F10_s22_w2.TIF,Control,39.0,cells,False,0
SIMCEPImages_D17_C70_F10_s23_w1.TIF,Control,67.0,cells,False,0
SIMCEPImages_D17_C70_F10_s23_w2.TIF,Control,32.0,cells,False,0
SIMCEPImages_D17_C70_F10_s24_w1.TIF,Control,64.0,cells,False,0
SIMCEPImages_D17_C70_F10_s24_w2.TIF,Control,40.0,cells,False,0
SIMCEPImages_D17_C70_F10_s25_w1.TIF,Control,63.0,cells,False,0
SIMCEPImages_D17_C70_F10_s25_w2.TIF,Control,27.0,cells,False,0
SIMCEPImages_E17_C70_F14_s01_w1.TIF,Control,60.0,cells,False,0
SIMCEPImages_E17_C70_F14_s01_w2.TIF,Control,32.0,cells,False,0
SIMCEPImages_E17_C70_F14_s02_w1.TIF,Control,60.0,cells,False,0
SIMCEPImages_E17_C70_F14_s02_w2.TIF,Control,27.0,cells,False,0
SIMCEPImages_E17_C70_F14_s03_w1.TIF,Control,58.0,cells,False,0
SIMCEPImages_E17_C70_F14_s03_w2.TIF,Control,27.0,cells,False,0
SIMCEPImages_E17_C70_F14_s04_w1.TIF,Control,58.0,cells,False,0
SIMCEPImages_E17_C70_F14_s04_w2.TIF,Control,49.0,cells,False,0
SIMCEPImages_E17_C70_F14_s05_w1.TIF,Control,58.0,cells,False,0
SIMCEPImages_E17_C70_F14_s05_w2.TIF,Control,34.0,cells,False,0
SIMCEPImages_E17_C70_F14_s06_w1.TIF,Control,65.0,cells,False,0
SIMCEPImages_E17_C70_F14_s06_w2.TIF,Control,39.0,cells,False,0
SIMCEPImages_E17_C70_F14_s07_w1.TIF,Control,66.0,cells,False,0
SIMCEPImages_E17_C70_F14_s07_w2.TIF,Control,33.0,cells,False,0
SIMCEPImages_E17_C70_F14_s08_w1.TIF,Control,65.0,cells,False,0
SIMCEPImages_E17_C70_F14_s08_w2.TIF,Control,39.0,cells,False,0
SIMCEPImages_E17_C70_F14_s09_w1.TIF,Control,60.0,cells,False,0
SIMCEPImages_E17_C70_F14_s09_w2.TIF,Control,34.0,cells,False,0
SIMCEPImages_E17_C70_F14_s10_w1.TIF,Control,62.0,cells,False,0
SIMCEPImages_E17_C70_F14_s10_w2.TIF,Control,34.0,cells,False,0
SIMCEPImages_E17_C70_F14_s11_w1.TIF,Control,65.0,cells,False,0
SIMCEPImages_E17_C70_F14_s11_w2.TIF,Control,27.0,cells,False,0
SIMCEPImages_E17_C70_F14_s12_w1.TIF,Control,62.0,cells,False,0
SIMCEPImages_E17_C70_F14_s12_w2.TIF,Control,27.0,cells,False,0
SIMCEPImages_E17_C70_F14_s13_w1.TIF,Control,64.0,cells,False,0
SIMCEPImages_E17_C70_F14_s13_w2.TIF,Control,29.0,cells,False,0
SIMCEPImages_E17_C70_F14_s14_w1.TIF,Control,64.0,cells,False,0
SIMCEPImages_E17_C70_F14_s14_w2.TIF,Control,44.0,cells,False,0
SIMCEPImages_E17_C70_F14_s15_w1.TIF,Control,63.0,cells,False,0
SIMCEPImages_E17_C70_F14_s15_w2.TIF,Control,36.0,cells,False,0
SIMCEPImages_E17_C70_F14_s16_w1.TIF,Control,60.0,cells,False,0
SIMCEPImages_E17_C70_F14_s16_w2.TIF,Control,28.0,cells,False,0
SIMCEPImages_E17_C70_F14_s17_w1.TIF,Control,62.0,cells,False,0
SIMCEPImages_E17_C70_F14_s17_w2.TIF,Control,38.0,cells,False,0
SIMCEPImages_E17_C70_F14_s18_w1.TIF,Control,58.0,cells,False,0
SIMCEPImages_E17_C70_F14_s18_w2.TIF,Control,26.0,cells,False,0
SIMCEPImages_E17_C70_F14_s19_w1.TIF,Control,59.0,cells,False,0
SIMCEPImages_E17_C70_F14_s19_w2.TIF,Control,36.0,cells,False,0
SIMCEPImages_E17_C70_F14_s20_w1.TIF,Control,61.0,cells,False,0
SIMCEPImages_E17_C70_F14_s20_w2.TIF,Control,22.0,cells,False,0
SIMCEPImages_E17_C70_F14_s21_w1.TIF,Control,61.0,cells,False,0
SIMCEPImages_E17_C70_F14_s21_w2.TIF,Control,31.0,cells,False,0
SIMCEPImages_E17_C70_F14_s22_w1.TIF,Control,58.0,cells,False,0
SIMCEPImages_E17_C70_F14_s22_w2.TIF,Control,41.0,cells,False,0
SIMCEPImages_E17_C70_F14_s23_w1.TIF,Control,63.0,cells,False,0
SIMCEPImages_E17_C70_F14_s23_w2.TIF,Control,26.0,cells,False,0
SIMCEPImages_E17_C70_F14_s24_w1.TIF,Control,62.0,cells,False,0
SIMCEPImages_E17_C70_F14_s24_w2.TIF,Control,34.0,cells,False,0
SIMCEPImages_E17_C70_F14_s25_w1.TIF,Control,59.0,cells,False,0
SIMCEPImages_E17_C70_F14_s25_w2.TIF,Control,23.0,cells,False,0
SIMCEPImages_F17_C70_F17_s01_w1.TIF,Control,60.0,cells,False,0
SIMCEPImages_F17_C70_F17_s01_w2.TIF,Control,31.0,cells,False,0
SIMCEPImages_F17_C70_F17_s02_w1.TIF,Control,60.0,cells,False,0
SIMCEPImages_F17_C70_F17_s02_w2.TIF,Control,24.0,cells,False,0
SIMCEPImages_F17_C70_F17_s03_w1.TIF,Control,58.0,cells,False,0
SIMCEPImages_F17_C70_F17_s03_w2.TIF,Control,29.0,cells,False,0
SIMCEPImages_F17_C70_F17_s04_w1.TIF,Control,56.0,cells,False,0
SIMCEPImages_F17_C70_F17_s04_w2.TIF,Control,46.0,cells,False,0
SIMCEPImages_F17_C70_F17_s05_w1.TIF,Control,56.0,cells,False,0
SIMCEPImages_F17_C70_F17_s05_w2.TIF,Control,33.0,cells,False,0
SIMCEPImages_F17_C70_F17_s06_w1.TIF,Control,65.0,cells,False,0
SIMCEPImages_F17_C70_F17_s06_w2.TIF,Control,36.0,cells,False,0
SIMCEPImages_F17_C70_F17_s07_w1.TIF,Control,61.0,cells,False,0
SIMCEPImages_F17_C70_F17_s07_w2.TIF,Control,29.0,cells,False,0
SIMCEPImages_F17_C70_F17_s08_w1.TIF,Control,65.0,cells,False,0
SIMCEPImages_F17_C70_F17_s08_w2.TIF,Control,37.0,cells,False,0
SIMCEPImages_F17_C70_F17_s09_w1.TIF,Control,61.0,cells,False,0
SIMCEPImages_F17_C70_F17_s09_w2.TIF,Control,33.0,cells,False,0
SIMCEPImages_F17_C70_F17_s10_w1.TIF,Control,57.0,cells,False,0
SIMCEPImages_F17_C70_F17_s10_w2.TIF,Control,35.0,cells,False,0
SIMCEPImages_F17_C70_F17_s11_w1.TIF,Control,64.0,cells,False,0
SIMCEPImages_F17_C70_F17_s11_w2.TIF,Control,28.0,cells,False,0
SIMCEPImages_F17_C70_F17_s12_w1.TIF,Control,59.0,cells,False,0
SIMCEPImages_F17_C70_F17_s12_w2.TIF,Control,23.0,cells,False,0
SIMCEPImages_F17_C70_F17_s13_w1.TIF,Control,61.0,cells,False,0
SIMCEPImages_F17_C70_F17_s13_w2.TIF,Control,29.0,cells,False,0
SIMCEPImages_F17_C70_F17_s14_w1.TIF,Control,61.0,cells,False,0
SIMCEPImages_F17_C70_F17_s14_w2.TIF,Control,41.0,cells,False,0
SIMCEPImages_F17_C70_F17_s15_w1.TIF,Control,59.0,cells,False,0
SIMCEPImages_F17_C70_F17_s15_w2.TIF,Control,35.0,cells,False,0
SIMCEPImages_F17_C70_F17_s16_w1.TIF,Control,59.0,cells,False,0
SIMCEPImages_F17_C70_F17_s16_w2.TIF,Control,28.0,cells,False,0
SIMCEPImages_F17_C70_F17_s17_w1.TIF,Control,62.0,cells,False,0
SIMCEPImages_F17_C70_F17_s17_w2.TIF,Control,36.0,cells,False,0
SIMCEPImages_F17_C70_F17_s18_w1.TIF,Control,57.0,cells,False,0
SIMCEPImages_F17_C70_F17_s18_w2.TIF,Control,25.0,cells,False,0
SIMCEPImages_F17_C70_F17_s19_w1.TIF,Control,57.0,cells,False,0
SIMCEPImages_F17_C70_F17_s19_w2.TIF,Control,34.0,cells,False,0
SIMCEPImages_F17_C70_F17_s20_w1.TIF,Control,57.0,cells,False,0
SIMCEPImages_F17_C70_F17_s20_w2.TIF,Control,25.0,cells,False,0
SIMCEPImages_F17_C70_F17_s21_w1.TIF,Control,60.0,cells,False,0
SIMCEPImages_F17_C70_F17_s21_w2.TIF,Control,29.0,cells,False,0
SIMCEPImages_F17_C70_F17_s22_w1.TIF,Control,58.0,cells,False,0
SIMCEPImages_F17_C70_F17_s22_w2.TIF,Control,40.0,cells,False,0
SIMCEPImages_F17_C70_F17_s23_w1.TIF,Control,61.0,cells,False,0
SIMCEPImages_F17_C70_F17_s23_w2.TIF,Control,27.0,cells,False,0
SIMCEPImages_F17_C70_F17_s24_w1.TIF,Control,62.0,cells,False,0
SIMCEPImages_F17_C70_F17_s24_w2.TIF,Control,33.0,cells,False,0
SIMCEPImages_F17_C70_F17_s25_w1.TIF,Control,58.0,cells,False,0
SIMCEPImages_F17_C70_F17_s25_w2.TIF,Control,22.0,cells,False,0
SIMCEPImages_G17_C70_F20_s01_w1.TIF,Control,56.0,cells,False,0
SIMCEPImages_G17_C70_F20_s01_w2.TIF,Control,32.0,cells,False,0
SIMCEPImages_G17_C70_F20_s02_w1.TIF,Control,56.0,cells,False,0
SIMCEPImages_G17_C70_F20_s02_w2.TIF,Control,23.0,cells,False,0
SIMCEPImages_G17_C70_F20_s03_w1.TIF,Control,54.0,cells,False,0
SIMCEPImages_G17_C70_F20_s03_w2.TIF,Control,28.0,cells,False,0
SIMCEPImages_G17_C70_F20_s04_w1.TIF,Control,54.0,cells,False,0
SIMCEPImages_G17_C70_F20_s04_w2.TIF,Control,43.0,cells,False,0
SIMCEPImages_G17_C70_F20_s05_w1.TIF,Control,53.0,cells,False,0
SIMCEPImages_G17_C70_F20_s05_w2.TIF,Control,32.0,cells,False,0
SIMCEPImages_G17_C70_F20_s06_w1.TIF,Control,62.0,cells,False,0
SIMCEPImages_G17_C70_F20_s06_w2.TIF,Control,32.0,cells,False,0
SIMCEPImages_G17_C70_F20_s07_w1.TIF,Control,56.0,cells,False,0
SIMCEPImages_G17_C70_F20_s07_w2.TIF,Control,27.0,cells,False,0
SIMCEPImages_G17_C70_F20_s08_w1.TIF,Control,59.0,cells,False,0
SIMCEPImages_G17_C70_F20_s08_w2.TIF,Control,33.0,cells,False,0
SIMCEPImages_G17_C70_F20_s09_w1.TIF,Control,59.0,cells,False,0
SIMCEPImages_G17_C70_F20_s09_w2.TIF,Control,28.0,cells,False,0
SIMCEPImages_G17_C70_F20_s10_w1.TIF,Control,55.0,cells,False,0
SIMCEPImages_G17_C70_F20_s10_w2.TIF,Control,28.0,cells,False,0
SIMCEPImages_G17_C70_F20_s11_w1.TIF,Control,58.0,cells,False,0
SIMCEPImages_G17_C70_F20_s11_w2.TIF,Control,27.0,cells,False,0
SIMCEPImages_G17_C70_F20_s12_w1.TIF,Control,57.0,cells,False,0
SIMCEPImages_G17_C70_F20_s12_w2.TIF,Control,21.0,cells,False,0
SIMCEPImages_G17_C70_F20_s13_w1.TIF,Control,58.0,cells,False,0
SIMCEPImages_G17_C70_F20_s13_w2.TIF,Control,26.0,cells,False,0
SIMCEPImages_G17_C70_F20_s14_w1.TIF,Control,55.0,cells,False,0
SIMCEPImages_G17_C70_F20_s14_w2.TIF,Control,35.0,cells,False,0
SIMCEPImages_G17_C70_F20_s15_w1.TIF,Control,55.0,cells,False,0
SIMCEPImages_G17_C70_F20_s15_w2.TIF,Control,34.0,cells,False,0
SIMCEPImages_G17_C70_F20_s16_w1.TIF,Control,54.0,cells,False,0
